release_group,paper_sets,embodiment,task,demonstrations,seed,bytes,sha256,relative_path
cross-embodiment prior,XP-3K,Kinova3,PnP Sink to Counter,100,13,1555289030,b333ea2256c7c27fc605760305e9f7d6cfea0edd6f71c45a8214529c2faa02b1,mg/Kinova3Omron/PnPSinkToCounter/100demos_seed13/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,Kinova3,PnP Sink to Counter,100,14,1515329658,9be3f0b5bd3481a230ad14bcf5d93edb8c1c61dfbd8852a9177d94908f464f59,mg/Kinova3Omron/PnPSinkToCounter/100demos_seed14/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,Kinova3,PnP Sink to Counter,100,15,1511412298,bc4964772b57e9da6388cd8ced89ea921e33f75167190cccf667c8867bec24e8,mg/Kinova3Omron/PnPSinkToCounter/100demos_seed15/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,Kinova3,PnP Sink to Counter,100,16,1541995210,e2bb1e9a0a61ca676b67cd7f1cbd5140b0eccea5f6c7b95afb72e50d238afdf4,mg/Kinova3Omron/PnPSinkToCounter/100demos_seed16/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,Kinova3,PnP Sink to Counter,100,17,1552608201,521c47f4bc99c7640e4d04c0c47f3a9fbb8cc9ffc552f414c28fbd46d6fbd340,mg/Kinova3Omron/PnPSinkToCounter/100demos_seed17/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,Kinova3,PnP Sink to Counter,100,18,1496710180,4b9b81e91517e0f5741a18f151b2a99be5b1df9f5947db50296ac8d21c436482,mg/Kinova3Omron/PnPSinkToCounter/100demos_seed18/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,Kinova3,PnP Sink to Counter,100,19,1511968706,4bff76ea7722d1e2d3941bdaa1dd714f4011e2113d67b6f8f2a269294eb41229,mg/Kinova3Omron/PnPSinkToCounter/100demos_seed19/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K;XP-900,UR5e,PnP Counter to Sink,100,0,1316175117,809d2df7698f64c645a499a0d05ac6d4b0dc857913049f2110d6fded1615d938,mg/UR5eOmron/PnPCounterToSink/100demos_seed0/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K;XP-900,UR5e,PnP Counter to Sink,100,1,1322198857,8dbf66425a24c5d360c3158b6aae229f5e97a3940e44d5f71479c10a9f2ea914,mg/UR5eOmron/PnPCounterToSink/100demos_seed1/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K;XP-900,UR5e,PnP Counter to Sink,100,2,1266208095,1141c84301152e25f1aa480e8c77f7b450d4a41a55f8bb7dbca5b237cf4a6038,mg/UR5eOmron/PnPCounterToSink/100demos_seed2/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,PnP Counter to Sink,100,3,1270534595,6672a1c9c2f4470d39ba303807c01eaee035a164d32a52c09c6479f8fa96a3e5,mg/UR5eOmron/PnPCounterToSink/100demos_seed3/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,PnP Counter to Sink,100,4,1293340458,eb244617c21fe109b1aa3cb9560874c42708be8fc99074001bbe1b9ab1f711df,mg/UR5eOmron/PnPCounterToSink/100demos_seed4/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,PnP Counter to Sink,100,5,1275453327,dfb9e688148b787bd655fa05e3e711d8736879d12374416a544dec2c57b3f61a,mg/UR5eOmron/PnPCounterToSink/100demos_seed5/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,PnP Counter to Sink,100,6,1293803945,10cbef435e256d0111856c820f2d2ba22e165eb91226d8507ba4edffeafabb43,mg/UR5eOmron/PnPCounterToSink/100demos_seed6/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,PnP Counter to Sink,100,7,1285686996,1eddb901d438c712c487a6b6aece09ff0b667532c643dfceb21c14c809f18b5d,mg/UR5eOmron/PnPCounterToSink/100demos_seed7/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,PnP Counter to Sink,100,8,1281248364,05a3684e60af1be3152fd4c99b1f2f219b00169d620e663581f528e4e17986f7,mg/UR5eOmron/PnPCounterToSink/100demos_seed8/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,PnP Counter to Sink,100,9,1281147572,be5857162f238ca580d750a995d7dfb499054b954886b36a9c2c98236df66e3a,mg/UR5eOmron/PnPCounterToSink/100demos_seed9/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K;XP-900,UR5e,PnP Sink to Counter,100,0,1542598534,4da925ca3c6dcc92b0d31df981fbac576d1db5b871bad421451e56ac36543efd,mg/UR5eOmron/PnPSinkToCounter/100demos_seed0/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K;XP-900,UR5e,PnP Sink to Counter,100,1,1510615977,361d791d7c3536e3883e6a7a9840ea695ac8a5ad4d216ea006befce692525c5e,mg/UR5eOmron/PnPSinkToCounter/100demos_seed1/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K;XP-900,UR5e,PnP Sink to Counter,100,2,1491350951,830a6e5542739d374b29ae8198ee7afdac65b2688210ec63765d6fe9ec9d1ee7,mg/UR5eOmron/PnPSinkToCounter/100demos_seed2/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,PnP Sink to Counter,100,3,1534527448,e926881eb138299046f025488ce6841b9e47c40f2051f491646360156eed5146,mg/UR5eOmron/PnPSinkToCounter/100demos_seed3/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,PnP Sink to Counter,100,4,1565791031,33fed6c912a1d7df2a752ac076975bcfef9cb0e434af7b850bfdd892deedfd6a,mg/UR5eOmron/PnPSinkToCounter/100demos_seed4/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,PnP Sink to Counter,100,5,1505233996,5e166dad646499e2f0341d49a2cb3e6befe40ad1547e204a4542a1edabbe43ea,mg/UR5eOmron/PnPSinkToCounter/100demos_seed5/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,PnP Sink to Counter,100,6,1515194875,f34f7c07d12e232c6ad94de65468f235f6c489ab296583c75fa737cab8b0f50f,mg/UR5eOmron/PnPSinkToCounter/100demos_seed6/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,PnP Sink to Counter,100,7,1510106300,c2b6d70a3da9f659cc9ce32b0cd9c226959a1390380fd4d891f06e8598371d5c,mg/UR5eOmron/PnPSinkToCounter/100demos_seed7/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,PnP Sink to Counter,100,8,1555449519,e7e2c4dd072ec83a69b18de85722449489278e05df3e18cd56d1819155300a76,mg/UR5eOmron/PnPSinkToCounter/100demos_seed8/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,PnP Sink to Counter,100,9,1550978097,8702ced5d166d719752bf2a60583978b8cee9bd8477dee27a4e7095c614ded87,mg/UR5eOmron/PnPSinkToCounter/100demos_seed9/demo_gentex_im320_randcams.hdf5
