release_group,paper_sets,embodiment,task,demonstrations,seed,bytes,sha256,relative_path
cross-embodiment prior,XP-3K,Kinova3,Turn On Sink Faucet,100,16,1418195551,15827d43ff1926a6ddc7a7e705a2b73d36de144547a3ae3f120a6e8cf1a5051c,mg/Kinova3Omron/TurnOnSinkFaucet/100demos_seed16/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,Kinova3,Turn On Sink Faucet,100,17,1472306228,78ed8a48737e35e538ca30c85fbafc4374c0d4fe8e75b1685df5c418db5c3f93,mg/Kinova3Omron/TurnOnSinkFaucet/100demos_seed17/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,Kinova3,Turn On Sink Faucet,100,18,1413905573,74bfa43835500e62cfc6a5bda311669052e463834497ad8157772087286dbff0,mg/Kinova3Omron/TurnOnSinkFaucet/100demos_seed18/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,Kinova3,Turn On Sink Faucet,100,19,1451196618,dc6952cdc6b1ee121e87ee8680be290a43f75878d5a4f47ab44769d78393ff0c,mg/Kinova3Omron/TurnOnSinkFaucet/100demos_seed19/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K;XP-900,UR5e,Turn On Sink Faucet,100,0,1434304120,9428c07103bdcfb80e5e81e50c57d62cc2add1216fd052736e7263348e4d287e,mg/UR5eOmron/TurnOnSinkFaucet/100demos_seed0/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K;XP-900,UR5e,Turn On Sink Faucet,100,1,1392444911,b7e7fb635d32f0dfc8fd3924b553ff1f4309fc2528d7e05247cea414634c708d,mg/UR5eOmron/TurnOnSinkFaucet/100demos_seed1/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K;XP-900,UR5e,Turn On Sink Faucet,100,2,1388923939,932fbe6492ebb5a8b79a9dff20fa3cddd0f5f76e096cd563a83b8e43e5b1d156,mg/UR5eOmron/TurnOnSinkFaucet/100demos_seed2/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,Turn On Sink Faucet,100,3,1389954879,e09f8b1879715a79721fcc86c879aebd4c8c54e6b897c3271c3cc6719de34279,mg/UR5eOmron/TurnOnSinkFaucet/100demos_seed3/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,Turn On Sink Faucet,100,4,1399498150,9c06f37631e2c712a3fbb1c7272b6987398734c4a10af378d52e7ab008465d31,mg/UR5eOmron/TurnOnSinkFaucet/100demos_seed4/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,Turn On Sink Faucet,100,5,1447956137,932dfd1ba0bd1901eb727529995bc80a5a197bb8abb484c88ad66769aa06362e,mg/UR5eOmron/TurnOnSinkFaucet/100demos_seed5/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,Turn On Sink Faucet,100,6,1410496985,61c6182df7ebec9dca6efcdc1784839f03494fe9e1710b12479f6509789123d8,mg/UR5eOmron/TurnOnSinkFaucet/100demos_seed6/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,Turn On Sink Faucet,100,7,1364271934,137aa8f7ed8e087d955022562be8ce7ce162527fbc18c5660e1e5870a3603e81,mg/UR5eOmron/TurnOnSinkFaucet/100demos_seed7/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,Turn On Sink Faucet,100,8,1417885622,e80548aa11e22d663e5e4ae747cdd0d432ce2055029f003d8c53d13d29d3cae6,mg/UR5eOmron/TurnOnSinkFaucet/100demos_seed8/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,Turn On Sink Faucet,100,9,1373408092,ef746a8001a0d1eb303b09f0f44ba0b0c564d5c2488edf1d895ac40253d37eda,mg/UR5eOmron/TurnOnSinkFaucet/100demos_seed9/demo_gentex_im320_randcams.hdf5
