release_group,paper_sets,embodiment,task,demonstrations,seed,bytes,sha256,relative_path
cross-embodiment prior,XP-3K,Kinova3,Flip Mug Upright,100,13,908656044,d64c483fce557976891fd710874d8f9a6acecc6932050aa900107d4e8a63b67f,mg/Kinova3Omron/FlipMugUpright/100demos_seed13/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,Kinova3,Flip Mug Upright,100,14,885173306,752f87fc7ad0be6e4550cef0aa8278f325c5ce6b6e714ae233fabeec8b960fdc,mg/Kinova3Omron/FlipMugUpright/100demos_seed14/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,Kinova3,Flip Mug Upright,100,15,905469909,b3cb95f125e26947aaf99348ac70498dc4dcb66f752e190094080ba6a3715e36,mg/Kinova3Omron/FlipMugUpright/100demos_seed15/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,Kinova3,Flip Mug Upright,100,16,904934195,e8927854af6e9cc4ee6ceb0f9c001ff1ebfb25d2e4c2d8745618ce6ad0e215fa,mg/Kinova3Omron/FlipMugUpright/100demos_seed16/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,Kinova3,Flip Mug Upright,100,17,884724866,1be31c6fc26716b3fdb09b4eed9801f6a2266b9abb89f67f8f0c085cb27d3bca,mg/Kinova3Omron/FlipMugUpright/100demos_seed17/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,Kinova3,Flip Mug Upright,100,18,909752513,eb711763ce2dbe78c0de3b91fae6d8a4e26ef885b205932b21ff35cf0a997cfc,mg/Kinova3Omron/FlipMugUpright/100demos_seed18/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,Kinova3,Flip Mug Upright,100,19,876860670,5d38a087179f757532788b14f1f04053f7024d1817ba7437aec0b151bdc9815d,mg/Kinova3Omron/FlipMugUpright/100demos_seed19/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K;XP-900,UR5e,Flip Mug Upright,100,0,933084810,3d214a04ff57b4a89b129180195a62c586eabebb43fb2ebe118821b29de0e0bf,mg/UR5eOmron/FlipMugUpright/100demos_seed0/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K;XP-900,UR5e,Flip Mug Upright,100,1,877146836,608350ee0cf0bb3b9abbebef2737ea58623768c864d397304268ab083ec4e506,mg/UR5eOmron/FlipMugUpright/100demos_seed1/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K;XP-900,UR5e,Flip Mug Upright,100,2,885757552,ea5c6d3d6b6db8cc0dcc959b19363a27897c3b389c9bfc4fd63c8e9caa65cbe2,mg/UR5eOmron/FlipMugUpright/100demos_seed2/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,Flip Mug Upright,100,3,958979851,1fb73d94a5285a7e51dd08ba65e7e6d723dfcc5d859bedca7f757baab199f5fa,mg/UR5eOmron/FlipMugUpright/100demos_seed3/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,Flip Mug Upright,100,4,906539777,6c355854e1ece11cf364afdbd3686ef7f185562c745b6578f99208fc31c808cf,mg/UR5eOmron/FlipMugUpright/100demos_seed4/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,Flip Mug Upright,100,5,919513344,dc1f1087b3616d8d2200a5b457e5fc015526e9cfa43227b85a36973a98e50993,mg/UR5eOmron/FlipMugUpright/100demos_seed5/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,Flip Mug Upright,100,6,925319797,cedb87f02e75cf3bd9d8f3f8f4490104987c9861a4fd2dc35c448cec4e5ab6bf,mg/UR5eOmron/FlipMugUpright/100demos_seed6/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,Flip Mug Upright,100,7,894076029,1696f02bc6cfa20187def20d8bbafd995863c0a774a381fde5367a0e68ec82bb,mg/UR5eOmron/FlipMugUpright/100demos_seed7/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,Flip Mug Upright,100,8,894187604,32827cce3a05fe3ab06501bd7b3addfbd8c7bfb1a809598b06d48ac3d225aade,mg/UR5eOmron/FlipMugUpright/100demos_seed8/demo_gentex_im320_randcams.hdf5
cross-embodiment prior,XP-3K,UR5e,Flip Mug Upright,100,9,936150828,07a81952dffcbc85eeef8aec5212b29fc11ed2b9c2ee37b4cd1413692e0e6803,mg/UR5eOmron/FlipMugUpright/100demos_seed9/demo_gentex_im320_randcams.hdf5
